,Turn,Text,True,Pred
1228,0,Where I'm at now I'm about 2 miles from the bay and about 45 mins from the Gulf.,0,0
1229,0,I just bought a house just north of here.,0,0
1230,0,I'll be an hour from the Gulf there.,0,0
1231,0,Yeah they are pretty white.,0,0
1232,0,Florida's beaches are slightly better though.,0,0
1233,0,It has been great chatting with you!,0,0
1234,2,I do.,0,0
1235,2,2 of them.,0,0
1236,2,Do you?,0,0
1237,4,I might have.,0,0
1238,4,I am not sure.,0,0
1239,4,Why?,0,0
1240,5,Oh nice.,0,0
1241,5,Please do.,0,0
1242,7,Oh I have not.,0,0
1243,7,I think people that do are very interesting.,0,0
1244,7,Have you?,0,0
1245,9,It would be quite exciting I bet.,0,0
1246,9,What will you do when you get there?,0,0
1247,11,That's awesome.,0,0
1248,11,I bet they can use the help.,0,0
1249,13,How could I do that?,0,0
1250,15,Sure.,0,0
1251,15,I would like that.,0,0
1252,19,How about .50.,0,0
1253,19,Will that be ok?,0,0
1254,22,Wonderful.,0,0
1255,22,Thanks for the info.,0,0
