,Turn,Text,True,Pred,Don_true,Don_pred
688,0,Sounds like it might work for me though I was looking for something a little bigger. How $25?,3,3,0,0.3924056589603424
689,0,I'd really like to get at least 45 for it. It is in mint condition. I can deliver it wherever you like.,5,5,0,0.35349729657173157
690,0,No problem picking it up if you are nearby. I'd go that high only if you included on eof the Alpines. I can go $30 if you help install it in my car.,5,5,0,0.3508923649787903
691,0,"I would be willing to do that, so long as you pick it up. I can help you install. 30$ will work.",5,5,0,0.39419490098953247
692,0,Sounds great! I can pick it up tonight.,0,0,0,0.7759562730789185
693,0,very good,0,0,0,0.8513863682746887
694,0,see you in an hour (I know where you live). Bye.,0,0,0,0.7703315019607544
695,0,i am interested in the trunk,0,0,1,0.27108585834503174
696,0,"Hey there, you're interested in the trunk?",0,0,1,0.32782596349716187
697,0,yeah,0,0,1,0.34044894576072693
698,0,"What's your budget? It's pretty vintage/antique, and I've had it for a while",0,0,1,0.34328901767730713
699,0,i want to pay 150 dollars for it,3,3,1,0.341966450214386
700,0,"I can't do that, 200 at least",6,6,1,0.34363120794296265
701,0,it is a rather nice piece. I can come closer to you how about 185?,3,3,1,0.7108098268508911
702,0,"This is priceless to my family. I'm going to offer 200, and I will not budge lower than that.",6,6,1,0.7801429033279419
703,0,"well that is just a nudge to high, can you get it close to my house?",5,3,1,0.4479449689388275
704,0,"Oh yeah, I'll drop it off, tomorrow?",0,0,1,0.7317725419998169
705,0,alright then i will pay 200.,0,0,1,0.8461219072341919
706,0,Hi! What is the history behind this bed?,1,1,1,0.2691904604434967
707,0,"Hello, you are interested in the hospital bed?",0,0,1,0.3379865288734436
708,0,"Yes, I am, can you tell me more about it?",1,1,1,0.34029456973075867
709,0,"This bed was rarely used, only as an overflow bed. We have since went with a new supplier so this is not necessary any longer. It is fully electric, so anyone who needs to move about can do so with ease.",0,0,1,0.36305373907089233
710,0,When was it originally purchased?,1,1,1,0.3459443151950836
711,0,It was purchased early this year.,0,0,1,0.35627231001853943
712,0,Okay. I'd definitely like it. Would you be able to accept $1000?,3,3,1,0.3488803505897522
713,0,"Well considering its condition, I think 1800 is much more fair price.",3,4,1,0.342744380235672
714,0,How about 1400 and I'll pick it up?,5,5,1,0.34247663617134094
715,0,"There is a brand new mattress included with this bundle, can we do $1600?",5,3,1,0.34158089756965637
716,0,Sure. That seems fair,0,0,1,0.6023262739181519
717,0,Hello,0,0,0,0.4843037724494934
718,0,"Hi, I'm interested in your Kia Rio.",0,0,0,0.595209538936615
719,0,"Awesome, do you have any questions? It is in really great shape, we have taken great care of it.",0,0,0,0.40537020564079285
720,0,I'm offering $2450 but I am willing to negotiate,3,3,0,0.426384836435318
721,0,"Alright, I'm willing to negotiate as well, but $2450 is pretty low. Do you have any questions about the car itself?",3,0,0,0.36047494411468506
722,0,How long have you used it for?,2,1,0,0.3590553104877472
723,0,"I haven't had it long at all but my Grandmother had it before me and I know firsthand that she had it professionally serviced only at the dealer and it has been perfectly maintained, no accidents or anything.",0,0,0,0.3460611402988434
724,0,Okay. Does it include a spare tire?,1,1,0,0.35574498772621155
725,0,"Yep, it does. Also, never been in an accident, and has a clean title.",0,0,0,0.34991809725761414
726,0,Okay. I'm willing to pay $2800 and nothing less.,6,3,0,0.35185205936431885
727,0,"Alright well I'm glad you're not willing to pay any less than that, but I'm afraid you're going to have to offer a bit more...",3,3,0,0.34419751167297363
728,0,$2825 is my final offer.,6,6,0,0.5373284220695496
729,0,"Sorry, I can go as low as $3000 but your offer isn't very reasonable.",6,6,0,0.40204307436943054
730,0,Hello,0,0,0,0.27188336849212646
731,0,Hello!,0,0,0,0.3288911283016205
732,0,Are you interested in the chaise?  It's very comfortable and in great condition,0,0,0,0.3415944576263428
733,0,Very interested but 309 is a bit much,3,3,0,0.7833915948867798
734,0,What would you like to offer?,0,0,0,0.44974616169929504
735,0,150,3,3,0,0.8011811971664429
736,0,Hmmm.  Thanks for your offer but that's less than I can accept.  How about $200?,3,7,0,0.8513372540473938
737,0,I can do 160,3,0,0,0.8543807864189148
738,0,How about $180?,3,3,0,0.8579452633857727
739,0,Hello,0,0,0,0.7543905973434448
740,0,Hi again!  Did you see my offer of $180?,0,0,0,0.8064121603965759
741,0,Yes i did if i pay that will you deliver?,5,5,0,0.8519980907440186
742,0,Absolutely!  No problem!,0,0,0,0.8642373085021973
743,0,Then 180 sounds great,0,0,0,0.8656504154205322
744,0,Hey I see you are interested in this iPad air case,0,0,1,0.2819969654083252
745,0,"Yes, it's compatible with my Air 2.",0,0,1,0.412851482629776
746,0,Did you look at all of the features and the keyboard.,0,0,1,0.3810373842716217
747,0,"Yes, and I do like it. But, I'm worried about how it will stand up over time.",2,2,1,0.35040390491485596
748,0,I can assure you the case is very durable and can handle the normal iPad user.,0,0,1,0.3431606590747833
749,0,How did that label fall off?,2,2,1,0.506343424320221
750,0,My child was playing with it and I did not realize until it was too late.,0,0,1,0.3791459798812866
751,0,"Okay, well, I like it. I was hoping to get it for $10, but since it looks nice and has the keyboard, I would go $15.",3,4,1,0.3495902717113495
752,0,I think thats a reasonable offer and I accept.,0,0,1,0.5079452395439148
753,0,great,0,0,1,0.7539775967597961
754,0,Hey is there anything wrong with this?,2,2,1,0.3852597177028656
755,0,"Hi, are you interested in the rocker?",0,0,1,0.7889674305915833
756,0,Yes I am.,0,0,1,0.4676091969013214
757,0,Nothing wrong with it.  We just changed the decor and wanted it to go to a nice home.,0,0,1,0.8023524284362793
758,0,Okay and does the cushion also come with it?,1,1,1,0.45117586851119995
759,0,Yes it does.  In fact I have 4 cushions I could throw in to make the deal sweeter.,5,5,1,0.3802996575832367
760,0,That'd be awesome. Could I come pick it up today?,0,0,1,0.3985155522823334
761,0,I'm asking 60$ are you cool with that?,0,0,1,0.35570427775382996
762,0,Could yo do $40?,3,3,1,0.3446660339832306
763,0,"No, I'm giving you 20 in cushions.  I have to get 60.  I can deliver it also.",5,5,1,0.3603035807609558
764,0,If you deliver I think I can swing 60 then.,5,5,1,0.44249072670936584
765,0,"Ok, I think we've got a deal!",0,0,1,0.8084031343460083
766,0,Hello,0,0,0,0.47431066632270813
767,0,hi,0,0,0,0.594050943851471
768,0,I this bike in good condition? I am in need of a new one.,1,2,0,0.3998861312866211
769,0,"yes, it only has a couple dings",0,0,0,0.3550404906272888
770,0,Are you willing to lower the price? I am on a tight budget.,7,7,0,0.3442947566509247
771,0,I could come down to $200 and I can bring it over to you in my truck,5,5,0,0.3427322506904602
772,0,"That sounds like a fair deal. But, can I pick it up myself and buy it for 150?",5,5,0,0.3416960835456848
773,0,"how about 175? its really nice and in good shape, so meet me halfway?",4,3,0,0.3411228656768799
774,0,That sounds good. You got a deal.,0,0,0,0.3421350419521332
775,0,cool 175 it is..cheers,0,0,0,0.5962184071540833
776,0,Hello,0,0,1,0.26894164085388184
777,0,Hi!,0,0,1,0.3249627649784088
778,0,How much are you offering the furniture for?,1,0,1,0.3373701274394989
779,0,I would like $400 dollars for it.,0,3,1,0.34054896235466003
780,0,How old is it?,2,1,1,0.34347063302993774
781,0,"We got it 2 years ago but it is like-new, very well taken care of.",0,0,1,0.3418067693710327
782,0,"How many times has it been moved? Are there any dings, bumps or scratches?",2,2,1,0.34375429153442383
783,0,It was only moved in when we bought it and no there are none as i said it is like-new!,0,0,1,0.3416089415550232
784,0,Will you deliver it?,1,1,1,0.38920050859451294
785,0,Of course! If you pay the listed price of $400.,0,0,1,0.3671450912952423
786,0,I think that is a little steep for something 2 years old. Would you take $250 if I came and got it?,4,4,1,0.7389158606529236
787,0,No not at all if you would like to come and get it i would go as low as 350 but no lower.,5,5,1,0.43799370527267456
788,0,Highest I can go is $300,6,6,1,0.4123426377773285
789,0,Ok if you come and pick it up.,5,5,1,0.3638029992580414
790,0,Awesome I will come and get it. Thank you!,0,0,1,0.6858695149421692
791,0,Welcome!:),0,0,1,0.7759971022605896
792,0,"Hi, I am interested in this house. Can you tell what you think it is worth per month?",1,1,1,0.28467807173728943
793,0,5 grand,0,0,1,0.3284938335418701
794,0,That is ridiculous. I was thinking more around 1700 a month.,3,3,1,0.771548867225647
795,0,Well that's what its worth you can ask city hall if you want they will say 5 grand,4,4,1,0.4626137316226959
796,0,"That is funny, because the original list price is only 2480.",2,4,1,0.4409477710723877
797,0,"Yeah that's for rent to own, but you have to rent it to own it",0,4,1,0.4356139004230499
798,0,"I understand that. So if I wanted to do rent to own and I could set up a direct deposit, how about 1800 a month?",5,5,1,0.7898792624473572
799,0,That's already low can you afford 2 grand,3,3,1,0.8427008986473083
800,0,I'll split it at 1900. Is that enough?,3,3,1,0.8495766520500183
801,0,Makes me think you won't be able to pay rent u low ballin,2,4,1,0.85045325756073
802,0,"That will not be a issue. I said we could set it up as a direct deposit, so obviously I am not worried about having the money. 1950 is my final offer.",6,6,1,0.85056471824646
803,0,Okay I can agree on 1950 if you can find me a way besides Direct deposit that you can prove to me you'll be able to make rent every month,5,5,1,0.537587583065033
804,0,I'll get you a copy of my pay stubs. You will see how much I make.,0,0,1,0.8151397705078125
805,0,How much u make a month? How long you been working and how much are your expenses every month?,2,1,1,0.846020519733429
806,0,"You will see it all on my pay stubs. I have never had a problem with rent or any other bills. I have excellent credit, but feel free to check that out too.",0,0,1,0.4870288372039795
807,0,Okay we meet,0,0,1,0.7207471132278442
808,0,"Hi, I am intersted in the Prius",0,0,0,0.2856178879737854
809,0,"Hi,awesome, I'm looking to sell it to someone who'll appreciate it as much as I do. Do you have any questions for me?",0,0,0,0.43279963731765747
810,0,"Yes, What is the advanced package?",1,1,0,0.3629748821258545
811,0,"Really neat leather seats, perfect for winter, an auto dimming rear view mirror that comes in handy especially at night as well as an enhanced entune and JBL stereo that was my favorite feature in the car",0,0,0,0.4289136826992035
812,0,"Ok, when was the last time it was serviced and has it had any major issues?",2,2,0,0.36207684874534607
813,0,"Absolutely no major issues at all, no accidents (you can verify this with carfax) and I've been really good about servicing it, it just got serviced at the Toyota dealership",0,0,0,0.3460926115512848
814,0,Would you be willing to come down in price? How about 19500?,3,3,0,0.3424895107746124
815,0,"19k is a little too low for this particular car but I can knock off one grand for you and do 20,900",3,3,0,0.3423618674278259
816,0,I've got 19700 cash!,3,0,0,0.6774090528488159
817,0,"I've got 2 other offers giving me way more than 19700-cash payments too.I do want to sell it to you so if you bump it up, we can close this deal now",3,5,0,0.44357770681381226
818,0,"I really like the color so I would be willing to go 20,000.",3,3,0,0.3659437596797943
819,0,"20,000 it is. deal.",0,0,0,0.7685191631317139
820,0,great!,0,0,0,0.8534923791885376
821,0,Interested in camping?  You've came to the right place!,0,0,1,0.28390201926231384
822,0,Hello. I am interested in your tent. Could you tell me how old it is?,2,1,1,0.330775648355484
823,0,It's only a few years old.  It's waterproof and heavy duty.  Only asking $12,0,0,1,0.339417427778244
824,0,Any tears or rips?,2,2,1,0.36001867055892944
825,0,No.  It's in great condition.  There's also a separate area for changing clothes or switching out of your swimwear.,0,0,1,0.3452891409397125
826,0,Seems like it could work for me. How come you are getting rid of it?,2,2,1,0.361372709274292
827,0,I actually got a larger one.  We love going camping (more than we anticipated) and are planning on uping our game!,0,0,1,0.34600695967674255
828,0,Money is tight right now but we have a camping trip planned. I could offer you $6,7,3,1,0.34209808707237244
829,0,"I can't go that low, but want you to have a great time camping.  How about $10?",3,3,1,0.34378254413604736
830,0,Could we meet in the middle and do $8?,3,3,1,0.36102476716041565
831,0,Absolutely.  You won't be disappointed.,0,0,1,0.5116783380508423
832,0,Awesome. Thanks,0,0,1,0.8170022368431091
833,0,"hello, are you thinking about buying a new couch?",0,0,0,0.3215904235839844
834,0,"I'm considering yours, it looks very nice and comfy!",0,0,0,0.3366243243217468
835,0,"its very soft and has neutral colors, so it will go with just about any color scheme. its has throw pillows and removable cushion covers too, so its easy to wash and keep clean. i'm asking 430",0,0,0,0.3875214457511902
836,0,Can you tell me anything about the breakage on the right arm rest?,2,2,0,0.3526919484138489
837,0,"its fairly minor, it can be easily patched up. a couch like this would normally go for a well over 1000 new",0,0,0,0.34369421005249023
838,0,"How old is the couch? Furniture depreciates very quickly, you know.",2,2,0,0.3427519202232361
839,0,"its only a couple of years old, how much are you looking to spend?",0,0,0,0.3420120179653168
840,0,I'm looking to spend about $200.,3,3,0,0.34119972586631775
841,0,"that is far too low I'm afraid. I'd be willing to part with it for about $400, but only if you can arrange for the pickup",5,5,0,0.3493550717830658
842,0,"I can definitely do pick up, but I can really only go up to $250 for a used couch with a tear in it.",3,0,0,0.3430567979812622
843,0,"that's still too low. look, because there is a tear in it, i'll even throw in a patching kit. give me $375, and its yours",5,4,0,0.34143462777137756
844,0,hello are you interested in my car listing,0,0,1,0.31218522787094116
845,0,is it a smoke free car any dent,2,1,1,0.33479300141334534
846,0,"yep, smoke free. the car is well taken care of. it was owned by an adult, no accidents, original paint. i'm asking 7000",0,0,1,0.34267446398735046
847,0,do you have the carfax by any chance,1,2,1,0.34445130825042725
848,0,"sure , you can see for yourself. all maintenance has been performed and current. its a fully loaded with full options too, plus leather seats",0,0,1,0.34466391801834106
849,0,can i take it for a trst drive,0,1,1,0.7671151161193848
850,0,"absolutely, swing by and give it a drive. i'm in a hurry to sell though, so you need to come by soon",0,0,1,0.44343772530555725
851,0,ok im here   ready seem to run good are the tires some what new,0,1,1,0.3646279275417328
852,0,"new tires, with premium wheels. tons of life left",0,0,1,0.34907862544059753
853,0,i really like the color would you take any less i really need a car,3,0,1,0.34375590085983276
854,0,i'm willing to work with you on price. take it for a spin and make me a reasonable offer.,3,0,1,0.34440281987190247
855,0,run good   would you take 5000,3,0,1,0.3498651087284088
856,0,I was thinking more like $6200. this car has a good sound system with cd changer and also a moon roof!,4,0,1,0.34356769919395447
857,0,cool im thinking 6000,3,0,1,0.4950299859046936
858,0,you have a deal,0,0,1,0.47872814536094666
859,0,deal,0,0,1,0.6403021812438965
860,0,Hello are you interested in this item?,0,0,0,0.2689487636089325
861,0,"Hello there,  yes I am, can you tell me about it?",1,0,0,0.3249722719192505
862,0,"Its a great mattress for a queen bed. its an x-firm mattress, box spring and has a frame. I got it but don't need it to use anymore. So trying to get rid of it. I am selling it for $275 as listed",0,0,0,0.3394066095352173
863,0,Are those stains and dirt in the photo or is that just the pattern?,2,2,0,0.3424050211906433
864,0,No its all pattern. I haven't really used it. Its as new.,0,0,0,0.34144094586372375
865,0,Ok. Was it used with a mattress cover?,1,1,0,0.3410644829273224
866,0,Yes it was,0,0,0,0.34098711609840393
867,0,Ok that all sounds pretty good. Since it's still a used mattress and not a new one I was hoping you could go a bit lower on the price though.,2,4,0,0.3409615457057953
868,0,I can give it to you for $250,3,3,0,0.34096401929855347
869,0,Hmmm my budget for a mattress is not really that high to begin with and it is a used mattress. I was hoping to pay about $135,3,4,0,0.34095728397369385
870,0,Woah that's too too low. I am sorry I can't go that low. The last I can do it $200,6,3,0,0.3410980999469757
871,0,Well like I said it is a used mattress and I am taking quite a risk that it doesn't already have bed bugs or some other issue.,2,2,0,0.3409947156906128
872,0,Well there is no such issue. I can give you the cover as well with it if you're interested.,5,5,0,0.3441322445869446
873,0,Well if the mattress is already used I would definitely at least have to buy a new cover. If the mattress is contaminated then the cover that was being used on it would be too. If I come and pick it up right away and pay in cash could you do $150?,5,5,0,0.34181204438209534
874,0,Hello,0,0,1,0.29219889640808105
875,0,hello,0,0,1,0.3560546636581421
876,0,I am interested in the place. Is it in good condition?,1,2,1,0.34759020805358887
877,0,yes,0,0,1,0.3688535690307617
878,0,The price is kind of high. Are you willing to lower it a bit for me?,3,3,1,0.3473086953163147
879,0,a little,0,3,1,0.3426229953765869
880,0,Feel free to elaborate if you want. Can I come by and take a look at it today?,3,1,1,0.35959577560424805
881,0,i'll take $200 less and yes you can come by],3,5,1,0.3702166676521301
882,0,How bout 400 less? I would like to pay 2500 for it.,3,3,1,0.35080865025520325
883,0,how about we meet in between and lets say $2600,3,3,1,0.3639832139015198
884,0,2600 can work. That will be fine. Let's make a deal.,0,6,1,0.3645293712615967
885,0,Hello!,0,0,0,0.4995606243610382
886,0,Hello. I love the bed and nightstand. Are they brand new?,1,1,0,0.37774473428726196
887,0,"This stand has never been used.  It was bought a year ago, and also comes with a queen firm mattress as well if you want that , I can add it.",0,0,0,0.34945985674858093
888,0,Oh ok great. What type of wood is it made from?,1,1,0,0.343162477016449
889,0,"it is cherry wood. Reddish honey color. I can sell it for $350, but if you wish to have the amttress too, its going as a set for $700.",5,0,0,0.35869428515434265
890,0,I wouldn't be able to do $350. Would you accept $315?,3,3,0,0.34524694085121155
891,0,"I could do that, it is reasonable, for the stand only.",5,4,0,0.34192219376564026
892,0,We would need to come up with a better solution...,3,3,0,0.34136059880256653
893,0,You dont the table?,0,0,0,0.3410950005054474
894,0,"Yes, but I also need the bed.",0,0,0,0.5840237736701965
895,0,Hello. Please let me know how old the apartment is.,2,1,1,0.2691059112548828
896,0,It's been recently updated and painted. We do require a bit of information as well as a deposit if you're interested.,0,0,1,0.3256681561470032
897,0,I understand. Is it in a decent neighborhood?,1,1,1,0.33771461248397827
898,0,It's in one of the nicest parts of Pleasanton. We are offering it at such a reasonable price because we are hoping for long term stable renters.,0,0,1,0.34061485528945923
899,0,Thanks! Wolud you be willing to accept $875 for it?,3,3,1,0.3479311168193817
900,0,afraid we can't possibly go that low. It doesn't even cover our payments.,3,3,1,0.34257152676582336
901,0,What's the lowest you could go?,3,0,1,0.4669969379901886
902,0,We might consider $1500 and cover your utilities if all your references check out.,5,5,1,0.37001171708106995
903,0,I couldn't do $1500. Would $1350 work for you?,3,3,1,0.35113242268562317
904,0,No sorry. You will just have to keep looking. We had already reduced the price too low to start with.,6,3,1,0.3434332311153412
905,0,How about $1490?,3,3,1,0.3486839234828949
906,0,"Okay, we can go with that.",0,0,1,0.7902802228927612
907,0,Great,0,0,1,0.8554966449737549
908,0,Hello,0,0,0,0.30714505910873413
909,0,howdy! are you interested in this property?,0,0,0,0.3760482668876648
910,0,"Yes, I am. Can you tell me more about it? Like the condition of the house, etc?",1,1,0,0.34888461232185364
911,0,"its been completely remodeled recently, new floors and full commodities in the kitchen. it feels large for being a studio",0,0,0,0.3858913481235504
912,0,"AH ok, how is the neighborhood?",1,1,0,0.3511238992214203
913,0,"well.... its oakland....id like to say its an outstanding place to raise a family, but id be lying.",0,0,0,0.38642215728759766
914,0,"Yeah, I understand. What about negotiating the price to about $1615 because of the neighborhood?",3,3,0,0.3514559268951416
915,0,"well, despite the neighborhood being what it is, prices in Oakland are still rather high, the furthest i can do without talking to my manager is $1700",1,4,0,0.38650089502334595
916,0,"Ok, does the tenant need to pay for water services and trash, or is it included with the rent?",1,1,0,0.7838853597640991
917,0,"tenant pays all utilities, this price is for a year lease, if you sign a 18mo lease i can drop it down to $1650",5,0,0,0.45282551646232605
918,0,Ok. We have a deal!,0,0,0,0.7949097752571106
919,0,Hi is the iPhone still for sale?,0,0,1,0.2697157561779022
920,0,"Hi! Yep, still for sale and in great condition.",0,0,1,0.32599636912345886
921,0,How much memory does it have and is it unlocked?,1,1,1,0.33848145604133606
922,0,It has 16GB and can be used on the Sprint Network,0,0,1,0.34128260612487793
923,0,Amazon is selling this phone for $500 do you think you could bring the price down?,3,4,1,0.40802621841430664
924,0,"Yeah I could negotiate on the price. But this phone is in fantastic condition, it comes with a charger and I can throw in the case and screen protectors since he won't need those anymore. How much were you thinking?",4,0,1,0.3562190532684326
925,0,Since it's used would you take $300 for it?,4,4,1,0.34439823031425476
926,0,I could probably do $350 for it if you pick it up.,5,5,1,0.34236404299736023
927,0,315 and I will take the deal,3,3,1,0.40828749537467957
928,0,That's just really quite low. I could get $450 for it if I wait but I would be willing to take $350 just to be done with it.,3,3,1,0.35714492201805115
929,0,Hi there is this still available?,0,0,0,0.29200980067253113
930,0,This is a nice car.,0,0,0,0.35580208897590637
931,0,Is this new?,1,1,0,0.3829566538333893
932,0,Yes,0,0,0,0.536440372467041
933,0,does it have 15000 miles?,1,1,0,0.42644286155700684
934,0,No.,0,0,0,0.5466183423995972
935,0,It says 15K miles?,0,1,0,0.42893412709236145
936,0,"Yes, it has 15,000 miles.",0,0,0,0.36250489950180054
937,0,Are you willing to go down on the pricE?,3,3,0,0.3467106223106384
938,0,yes. 26000,3,0,0,0.3817164897918701
939,0,that's too much,3,0,0,0.350633442401886
940,0,That's as low as I can go.,6,6,0,0.38173604011535645
941,0,well then sorry I can't work with that. Thank you though!,0,0,0,0.35278424620628357
942,0,"hello, are you interested in this beautiful mid century dining set?",0,0,1,0.31871697306632996
943,0,"Yes, I am, actually. I can't see the table top and am wondering what condition the whole set is in.",2,2,1,0.33729708194732666
944,0,The table top is not pictured. My husband was cleaning with when I snapped this photo. It is in great condition though!,0,0,1,0.34019750356674194
945,0,"Are there any more chairs for the table, or just the four pictured?",1,1,1,0.34211522340774536
946,0,Only the ones pictured. I will not fit anymore.,0,0,1,0.3417580723762512
947,0,I see. What color is the upholstery?,1,1,1,0.3411364257335663
948,0,grey!,0,0,1,0.3535482883453369
949,0,"Good color. Since it is a smaller set than I thought, would you be willing to accept $120 for it?",3,3,1,0.3437913656234741
950,0,"I can not take that low for it. But, if you are willing to pick up tonight by 7pm I can let it go for 175. but, you must bring help to load it and cash in hand",5,5,1,0.3429245352745056
951,0,"I think I can do that, as long as it is in really good condition.",0,4,1,0.3414244055747986
952,0,"i assure you, you will not be disappointed",0,0,1,0.34171241521835327
953,0,Terrific! $175 it is.,0,0,1,0.35375523567199707
954,0,HI!  How are you?  I'm interested in the rug you have for sale.,0,0,1,0.29352909326553345
955,0,"hi, I'm good, you? Thanks for your interest, this is a beautiful rug and you'll love having it in your home. Have you owned one like this before?",0,1,1,0.33064478635787964
956,0,I haven't but I have wanted to.  What color is it?  Is there a design on it?,1,0,1,0.33891016244888306
957,0,it's a light brown with dark flower pattern..it's a really pretty design. I can text you a picture if you want,0,0,1,0.3406222462654114
958,0,Ohhh it sounds pretty!  I'd love to see a picture!  You are asking $100 correct?,0,3,1,0.4495774507522583
959,0,Yes thats correct but I'm more interested in getting it into the hands of someone who'll appreciate it as much as I do,0,0,1,0.36594676971435547
960,0,I certainly would appreciate it.  Would you be able to meet this evening ?,0,0,1,0.36038127541542053
961,0,"yes, i can make it..where would you like to meet",0,0,1,0.3552749752998352
962,0,We could meet at the McDonald's in Alameda.  Would you be willing to take $90 for it?,3,3,1,0.3441857397556305
963,0,can you do 95?,3,3,1,0.34195056557655334
964,0,I can do that!  Deal!,0,0,1,0.538246750831604
965,0,Hi,0,0,1,0.6295373439788818
966,0,hi,0,0,1,0.7226328253746033
967,0,I'm asking $90 for the square speaker.,0,0,1,0.4326854646205902
968,0,What is so special about the square speaker?,1,2,1,0.3645491898059845
969,0,"great sound, the size, no grill",0,0,1,0.34774044156074524
970,0,well I looked up the specs on this speaker and the list price is $20  Do you have any other offers you want to throw in with the speaker?,3,0,1,0.34249162673950195
971,0,Are you offering $20?,0,3,1,0.3427543342113495
972,0,I am offering $10,3,3,1,0.34281349182128906
973,0,I was thinking more like $17,3,3,1,0.34283483028411865
974,0,what is the quality of the speaker?  What condition is it in?,1,2,1,0.3439989387989044
975,0,"great condition, sounds great",0,0,1,0.3427746295928955
976,0,I can do 17.,0,3,1,0.34398534893989563
977,0,sold,0,0,1,0.3427877128124237
978,0,Hi there!  I'm interested in your '65 Chevelle Malibu.  What are you asking for it?,0,0,1,0.4921329617500305
979,0,Hello. My asking price is 13500,0,0,1,0.39749887585639954
980,0,That's a bit more than I wanted to spend.  Can you tell me a little more about it?  How many miles?  How long have you owned it?,1,1,1,0.5860525965690613
981,0,I have owner it for 6 years now and there are 120k. It was a cruising car,0,0,1,0.3990195095539093
982,0,Nice! I'm sure it's a blast to ride around in.  Are you willing to negotiate the price?,3,3,1,0.3545404374599457
983,0,I am. What do you have in mind? It is in perfect shape,0,0,1,0.34432247281074524
984,0,"Would you be willing to accept $10,000?  I can pay cash.",3,3,1,0.3420581519603729
985,0,I can do 10500,0,3,1,0.5725419521331787
986,0,That will work for me!,0,0,1,0.7728673815727234
987,0,"great. Its yours, Thank you",0,0,1,0.8322256207466125
988,0,Hi this set of Chairs and table really look cozy and i will like to have them. May i know if there is anything wrong with them and why your are selling them if you do not mind,2,2,1,0.2697523534297943
989,0,this set is in great condition. there is nothing wrong with them. I just purchased a new set so I am trying to sell this one,0,0,1,0.32515278458595276
990,0,Okay i see. May i know the kind of wood material used to make them?,1,1,1,0.337413489818573
991,0,Its made of oak and has a really nice finish. I am offering $80 for it,0,0,1,0.340189129114151
992,0,Oh great. Can i offer you $40 then since its not a new one,4,4,1,0.3407832682132721
993,0,$40 is a bit low I would take $70 for it. I would go a bit lower if you can come pick it up later today,5,5,1,0.34184208512306213
994,0,Lets leave it at $60 since i will be coming over to pick it up and i will be offering cash too. This is above my budget but can stretch to $60 anyway. Do we have a deal?,5,0,1,0.34115731716156006
995,0,$60 sounds good. I am willing to accept it,0,0,1,0.35667166113853455
996,0,Okay thanks,0,0,1,0.4479970335960388
997,0,"Hi, the Marantz sr 780 receiver was manufactured in what year and how long have you used it?",1,1,0,0.26895779371261597
998,0,It was manufactured in 2015. I have only had it for a year and used it for a few months.,0,0,0,0.3282548487186432
999,0,Oh great. Did you experience any problem with it and is it still under warranty?,2,2,0,0.3834444582462311
1000,0,It is still under warranty. No issues at all. I am asking $100 for it as it is in almost new condition.,0,0,0,0.353977233171463
1001,0,Okay that's a good one. Can i offer you $70 then because its still under warranty,3,4,0,0.34726810455322266
1002,0,The lowest I can let it go for is $90. It has barely been used. There are on issues with it.,4,4,0,0.38794928789138794
1003,0,Okay. What about $80 cash Payment,5,5,0,0.355008065700531
1004,0,$85 and you can pick it up today.,3,5,0,0.34750181436538696
1005,0,$80 is the much i can pay. Already exceeded by budget by $10,7,7,0,0.3458017408847809
1006,0,"Hi there, how are you?",0,0,0,0.2937259078025818
1007,0,I am great! you/,0,0,0,0.5150375366210938
1008,0,"Doing very well, thanks for asking. I'm interested in the bike stand, and would like to offer you $20, as I've seen this stand go for that amount on eBay",3,0,0,0.38109442591667175
1009,0,"I think that is a little too low, I am starting at 45 dollars but will take 35",3,3,0,0.38212087750434875
1010,0,"Ah, I'm sorry, I just cannot pay that much. I can offer a little more and offer $25, but that will be my best offer",6,6,0,0.3823632597923279
1011,0,Would you be able to do a little more and do 30?,3,3,0,0.36442795395851135
1012,0,I'll do 25 and pick up,5,5,0,0.5264346599578857
1013,0,How does 30 and I bring it to you sound or 28 and you pick it up?,5,5,0,0.41772598028182983
1014,0,"I'm sorry but I'm pretty firm on the 25. I'll send you an offer, and hope you'll accept.",6,6,0,0.6988837718963623
1015,0,Hi there are you interested in the item?,0,0,0,0.29795071482658386
1016,0,"Yes, I am. Can you tell me the size of the unit you have listed?",1,1,0,0.3313884139060974
1017,0,Its 2500 meters squared,0,0,0,0.38357383012771606
1018,0,"Excellent. The only thing is, I'm a student, and the price is a little out of my range. I'm willing to bring a check to you today for $2425.",7,7,0,0.7104412913322449
1019,0,"Well I would be happy to help you since you're a student! I can give you for that amount provided you do agree to pay 2 months deposit in advance, because I have many clients who are wanting to take this place.",5,5,0,0.4293156564235687
1020,0,That's totally doable. I accept your offer.,0,0,0,0.5535359382629395
1021,0,How about paper work?,0,1,0,0.7485030293464661
1022,0,Sure. I can come by today to fill it out.,0,0,0,0.4833907186985016
1023,0,Great then text me your address and we should meet up! thank you for your business!,0,0,0,0.42908909916877747
1024,0,I have a wonderful phone for you if you are interested.,0,0,0,0.28201910853385925
1025,0,I am interested. Did you just buy it?,1,1,0,0.39207226037979126
1026,0,I bought it two weeks ago but it just wasn't what I needed anymore.,0,0,0,0.3555338382720947
1027,0,Would you be willing to work with the price?,3,3,0,0.3446752429008484
1028,0,Yes we can negotiate.,0,0,0,0.34301361441612244
