,B2,B4,Turn,Unit,er_label_1,ee_label_1,er_label_2,ee_label_2,neg,neu,pos
6847,20180808-013755_350_live,1,5,support children in more development country?,,ask-org-info,,,0,0.649,0.351
6848,20180808-013755_350_live,0,6,"yes, because really we have a lot of support in the US but so many countries just do not have the infrastructure or governmental or non governmental structure to help in any real way.",credibility-appeal,,,,0,0.805,0.195
6849,20180808-013755_350_live,0,6,Save the children goes in and provides food and other relief,credibility-appeal,,,,0,0.588,0.412
6850,20180808-013755_350_live,0,6,food also the main problem of the more countries,credibility-appeal,,,,0.252,0.748,0
6851,20180808-013755_350_live,0,7,I am not sure if you are aware but the research team for this task will collect any donations we make from the payment of the task  and send it to Save the Children,donation-information,,,,0.04,0.843,0.117
6852,20180808-013755_350_live,1,7,awareness is less than the more countries so they need some help,,positive-reaction-to-donation,,,0,0.803,0.197
6853,20180808-013755_350_live,0,8,right.,acknowledgement,,,,0,1,0
6854,20180808-013755_350_live,0,8,I mean $1 to you and I in the United States is really not much but to children in developing countries it is huge when all added up together for the Save the Children program,foot-in-the-door,,,,0,0.766,0.234
6855,20180808-013755_350_live,1,8,yes of course,,acknowledgement,,,0,0.426,0.574
6856,20180808-013755_350_live,0,9,This task pays $2.,donation-information,,,,0,1,0
6857,20180808-013755_350_live,0,9,Your donation will be directly deducted from your task payment and the researchers will pay via Save the Children.,donation-information,,,,0.065,0.787,0.148
6858,20180808-013755_350_live,0,9,Would you like to join me and donate $1 as part of it to the charity now?,proposition-of-donation,,,,0,0.651,0.349
6859,20180808-013755_350_live,0,9,Amazing outcome and we still get a good payment,other,,,,0,0.472,0.528
6860,20180808-013755_350_live,1,9,no $5 to spend us,,provide-donation-amount,,,0.355,0.645,0
6861,20180808-013755_350_live,0,10,We only get $2 so we cannot donate $5 Would you like to donate $1 of the $2?,proposition-of-donation,,,,0,0.872,0.128
6862,20180808-013755_350_live,1,10,yes of course,,agree-donation,,,0,0.426,0.574
6863,20180808-020257_457_live,0,0,"Hello, how are you today?",greeting,,,,0,1,0
6864,20180808-020257_457_live,1,0,I am doing good and you?,,greeting,,,0,0.58,0.42
6865,20180808-020257_457_live,0,1,"I am fine thanks, It's not been a long time I am on MTurk, but It is interesting how they are working on donating, Are you interested in donating?",personal-related-inquiry,,,,0,0.678,0.322
6866,20180808-020257_457_live,1,1,"Yes I donate to a few causes like breast cancer for women, autism awareness and March of dimes for children.",,positive-to-inquiry,,,0.179,0.61,0.211
6867,20180808-020257_457_live,0,2,that is so nice of you.,praise-user,,,,0,0.58,0.42
6868,20180808-020257_457_live,0,2,"Have you ever heard about the organization ""Save the Children"" ?",source-related-inquiry,,,,0,0.738,0.262
6869,20180808-020257_457_live,1,2,Yes I have but don't know a whole lot about them since there are so many children related charities.,,ask-org-info,,,0,0.709,0.291
6870,20180808-020257_457_live,0,3,This is one of the biggest charities working for children.,credibility-appeal,,,,0,0.738,0.262
6871,20180808-020257_457_live,0,3,They work in almost 120 countries and on different issues related to children.,credibility-appeal,,,,0,1,0
6872,20180808-020257_457_live,1,3,OK I will educate myself on them when we are done with our conversation.,,neutral-reaction-to-donation,,,0,0.804,0.196
6873,20180808-020257_457_live,0,4,"That is good, We can talk about it too.",credibility-appeal,,,,0,0.734,0.266
6874,20180808-020257_457_live,0,4,It is their website if you like to visit:  URL,credibility-appeal,,,,0,0.783,0.217
6875,20180808-020257_457_live,1,4,OK thanks.,,thank,,,0,0,1
6876,20180808-020257_457_live,1,4,I reviewed the site quickly.,,positive-reaction-to-donation,,,0,1,0
6877,20180808-020257_457_live,1,4,Sure is sad to see so many children in distress around the world.,,positive-reaction-to-donation,,,0.346,0.532,0.122
6878,20180808-020257_457_live,0,5,"Yes it makes me very sad too, but it is also nice to be able to help small even small amount.",foot-in-the-door,,,,0.078,0.601,0.322
6879,20180808-020257_457_live,0,5,I have a soft heart for children,emotion-appeal,,,,0,1,0
6880,20180808-020257_457_live,1,5,"Me too, since I am a parent of 2 children myself.",,positive-reaction-to-donation,,,0,1,0
6881,20180808-020257_457_live,1,5,As a parent you want to do all you can for them.,,positive-reaction-to-donation,,,0,0.885,0.115
6882,20180808-020257_457_live,0,6,I agree with you.,acknowledgement,,,,0,0.444,0.556
6883,20180808-020257_457_live,0,6,It makes my heart happy how people care about children.,emotion-appeal,,,,0,0.537,0.463
6884,20180808-020257_457_live,0,6,"I think HIT donation is a good thin since websites usually have minimum payment option, but on HITs we can donate 1 cent or more, makes it so much easier.",other,,,,0,0.805,0.195
6885,20180808-020257_457_live,1,6,"Yes I don't mind if there is a feature I can turn on where every hit I do, a few cents go to the charity of my choice.",,other,,,0,0.792,0.208
6886,20180808-020257_457_live,0,7,That is so sweet.,other,,,,0,0.437,0.563
6887,20180808-020257_457_live,0,7,I've learnt it from you.,other,,,,0,1,0
6888,20180808-020257_457_live,0,7,I will do the same since now.,other,,,,0,1,0
6889,20180808-020257_457_live,0,7,It might look small but I am sure it will end up big,foot-in-the-door,,,,0,0.789,0.211
6890,20180808-020257_457_live,1,7,"Yes everything counts, that's how it starts.",,positive-reaction-to-donation,,,0,0.69,0.31
6891,20180808-020257_457_live,1,7,All we could do is our part since problem is so big.,,positive-reaction-to-donation,,,0.197,0.803,0
6892,20180808-020257_457_live,0,8,"And for some countries even few dollars is a big thing, like for getting vaccinated.",foot-in-the-door,,,,0,0.839,0.161
6893,20180808-020257_457_live,0,8,It will guarantee many children's safety,emotion-appeal,,,,0,0.455,0.545
6894,20180808-020257_457_live,1,8,"I agree, Save the children foundation work with the children through out their lives to make sure they grow up in a safe environment and get a chance to succeed based on their website.",,positive-reaction-to-donation,,,0,0.608,0.392
6895,20180808-020257_457_live,0,9,thank you for putting time on effort on this.,thank,,,,0,0.762,0.238
6896,20180808-020257_457_live,0,9,It was such a pleasure to chat with you.,closing,,,,0,0.654,0.346
6897,20180808-020257_457_live,0,9,Thanks for your attention and help.,other,,,,0,0.417,0.583
6898,20180808-020257_457_live,0,9,May all children live in health and happiness.,other,,,,0,0.66,0.34
6899,20180808-020257_457_live,0,9,Have a nice day!,closing,,,,0,0.393,0.607
6900,20180808-020257_457_live,1,9,Thanks for your time too.,,thank,,,0,0.58,0.42
6901,20180808-020257_457_live,1,9,It was really nice chatting with you.,,closing,,,0,0.66,0.34
6902,20180808-020257_457_live,1,9,Take care.,,closing,,,0,0.238,0.762
6903,20180824-022557_24_live,0,0,Hello there.,greeting,,,,0,1,0
6904,20180824-022557_24_live,0,0,Have you heard of a charity called Save the Children?,source-related-inquiry,,,,0,0.538,0.462
6905,20180824-022557_24_live,1,0,no,,negative-to-inquiry,,,1,0,0
6906,20180824-022557_24_live,0,1,"It is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,,,,0,0.581,0.419
6907,20180824-022557_24_live,0,1,"The organisation promotes policy changes in order to gain more rights for young people, especially by enforcing the UN Declaration of the Rights of the Child.",credibility-appeal,,,,0,0.805,0.195
6908,20180824-022557_24_live,0,1,"Alliance members co-ordinate emergency-relief efforts, helping to protect children from the effects of war and violence.",credibility-appeal,,,,0.323,0.484,0.194
6909,20180824-022557_24_live,1,1,That sounds extremely awesome.,,positive-reaction-to-donation,,,0,0.406,0.594
6910,20180824-022557_24_live,0,2,"Yeah, it was founded in 1919, so it's coming up on 100 years.",credibility-appeal,,,,0,0.845,0.155
6911,20180824-022557_24_live,1,2,Congratulations to them.,,neutral-reaction-to-donation,,,0,0.339,0.661
6912,20180824-022557_24_live,0,3,They're really everywhere.,credibility-appeal,,,,0,1,0
6913,20180824-022557_24_live,0,3,"They even help deal with hurricane relief efforts here in the United States, as they did with Hurricane Harvey last year.",credibility-appeal,,,,0,0.677,0.323
6914,20180824-022557_24_live,1,3,That's good because hurricanes have devastating effects.,,positive-reaction-to-donation,,,0.352,0.41,0.238
6915,20180824-022557_24_live,0,4,Would you like to donate a portion of the earnings from this task to Save the Children?,proposition-of-donation,,,,0,0.711,0.289
6916,20180824-022557_24_live,0,4,The research team will collect the donations and send them to Save the Children.,donation-information,,,,0,0.802,0.198
6917,20180824-022557_24_live,1,4,I think I'm ok.,,disagree-donation,,,0,0.476,0.524
6918,20180824-022557_24_live,0,5,"All right, thank you for your time.",thank,,,,0,0.706,0.294
6919,20180824-022557_24_live,1,5,"you're welcome, that was fun",,you-are-welcome,,,0,0.323,0.677
6920,20180824-022557_24_live,0,6,"Oh, I see, this conversation has to go for 10 turns EACH.",other,,,,0,1,0
6921,20180824-022557_24_live,1,6,It does.,,other,,,0,1,0
6922,20180824-022557_24_live,1,6,I think the charity sounds pretty good.,,other,,,0,0.252,0.748
6923,20180824-022557_24_live,0,7,"Yeah, I mistimed that.",other,,,,0,0.476,0.524
6924,20180824-022557_24_live,0,7,That's on me.,other,,,,0,1,0
6925,20180824-022557_24_live,1,7,Its all good bud.,,other,,,0,0.508,0.492
6926,20180824-022557_24_live,1,7,Switching tasks all the time can be very difficult.,,other,,,0.259,0.741,0
6927,20180824-022557_24_live,0,8,Yeah.,other,,,,0,0,1
6928,20180824-022557_24_live,0,8,Such is Mturk life.,other,,,,0,1,0
6929,20180824-022557_24_live,1,8,Not very much of a life.,,other,,,0,1,0
6930,20180824-022557_24_live,1,8,Maybe we will get a dollar.,,other,,,0,1,0
6931,20180824-022557_24_live,1,8,lol,,other,,,0,0,1
6932,20180824-022557_24_live,0,9,"Haha, touche. GL",other,,,,0,0.142,0.858
6933,20180824-022557_24_live,1,9,same to you and good night,,other,,,0,0.633,0.367
6934,20180825-062128_451_live,0,0,"Good morning, how are you doing today?",greeting,,,,0,0.674,0.326
6935,20180825-062128_451_live,1,0,I'm doing well.,,greeting,,,0,0.488,0.512
6936,20180825-062128_451_live,1,0,How are you doing?,,greeting,,,0,1,0
6937,20180825-062128_451_live,1,0,It is a beautiful morning where I am at.,,other,,,0,0.606,0.394
6938,20180825-062128_451_live,0,1,It is definitely a beautiful morning.,other,,,,0,0.312,0.688
6939,20180825-062128_451_live,0,1,A great day to be out volunteering for a cause.,other,,,,0,0.631,0.369
6940,20180825-062128_451_live,0,1,I am headed out to do some community work today.,other,,,,0,1,0
6941,20180825-062128_451_live,1,1,Oh that is really nice.,,other,,,0,0.564,0.436
6942,20180825-062128_451_live,1,1,What type of cause are you in?,,personal-related-inquiry,,,0,1,0
6943,20180825-062128_451_live,0,2,I have been working with a group called Save the Children for a few years now.,self-modeling,,,,0,0.789,0.211
6944,20180825-062128_451_live,1,2,Wow that is wonderful.,,positive-reaction-to-donation,,,0,0.211,0.789
6945,20180825-062128_451_live,1,2,I have a passion for helping children also.,,positive-reaction-to-donation,,,0,0.435,0.565
6946,20180825-062128_451_live,1,2,"As a current nursing student, my goal is to become a neonatal nurse or pediatric nurse.",,positive-reaction-to-donation,,,0,1,0
6947,20180825-062128_451_live,1,2,Children in this world is very important because they are so vulnerable and they are the future of this world.,,positive-reaction-to-donation,,,0.11,0.797,0.093
6948,20180825-062128_451_live,0,3,I couldn't agree more.,acknowledgement,,,,0.513,0.487,0
6949,20180825-062128_451_live,0,3,I work with children primarily from underprivileged families or no families at all.,personal-story,,,,0.167,0.833,0
6950,20180825-062128_451_live,1,3,"That is wonderful, whenever there are charity events or donations being taken.",,positive-reaction-to-donation,,,0,0.606,0.394
6951,20180825-062128_451_live,1,3,I always donate if it is for children causes.,,positive-reaction-to-donation,,,0,1,0
6952,20180825-062128_451_live,1,3,What about you?,,personal-related-inquiry,,,0,1,0
6953,20180825-062128_451_live,0,4,I do the same but also get involved regularly.,personal-story,,,,0,1,0
6954,20180825-062128_451_live,0,4,"Today, for instance, is our End of Summer Carnival for the kids.",personal-story,,,,0,1,0
6955,20180825-062128_451_live,0,4,Its one of our largest fundraisers of the year.,personal-story,,,,0,1,0
6956,20180825-062128_451_live,1,4,"Wow, that sounds really fun.",,positive-reaction-to-donation,,,0,0.289,0.711
6957,20180825-062128_451_live,1,4,Time and money donations are really two important aspects for charities.,,positive-reaction-to-donation,,,0,0.63,0.37
6958,20180825-062128_451_live,1,4,"Without the funding, it would not be able to continue and without volunteers, no one can do the actual work.",,positive-reaction-to-donation,,,0,0.91,0.09
6959,20180825-062128_451_live,0,5,I know this may seem a bit forward and I do apologize as I do not mean to offend.,other,,,,0,0.798,0.202
6960,20180825-062128_451_live,0,5,"Given your love for children and your work, would you be willing to donate a small amount to Save the Children?",proposition-of-donation,,,,0,0.709,0.291
6961,20180825-062128_451_live,1,5,yes I would be honored to.,,agree-donation,,,0,0.316,0.684
6962,20180825-062128_451_live,1,5,"Since I am a nursing student and paying for tuition out of pocket, my donation amount may not be too great but I would like to donate something.",,agree-donation,,,0.076,0.81,0.114
6963,20180825-062128_451_live,1,5,So I like to donate $5 to the cause,,provide-donation-amount,,,0,0.715,0.285
6964,20180825-062128_451_live,0,6,"Wow thats great but for the sake of formality, I must ask the obligatory legal fashion: ""How much do you like to donate to the charity now?",confirm-donation,,,,0,0.606,0.394
6965,20180825-062128_451_live,0,6,Your donation will be directly deducted from your task payment.,donation-information,,,,0,1,0
6966,20180825-062128_451_live,0,6,"You can choose any amount from $0 to all your payment.""",donation-information,,,,0,1,0
6967,20180825-062128_451_live,1,6,"Oh, ok.",,acknowledgement,,,0,0.312,0.688
6968,20180825-062128_451_live,1,6,I like to donate $1,,provide-donation-amount,,,0,0.545,0.455
6969,20180825-062128_451_live,0,7,You are such a blessed partner in our cause!,thank,,,,0,0.625,0.375
6970,20180825-062128_451_live,0,7,Thank you so much!,thank,,,,0,0.518,0.482
6971,20180825-062128_451_live,0,7,"The research team will collect all donations and send it to Save the Children.""",donation-information,,,,0,0.802,0.198
6972,20180825-062128_451_live,1,7,You are very welcome!,,you-are-welcome,,,0,0.456,0.544
6973,20180825-062128_451_live,1,7,So glad to help,,positive-reaction-to-donation,,,0,0.242,0.758
6974,20180825-062128_451_live,0,8,The children will most certainly benefit from large donations such as yours.,thank,,,,0,0.626,0.374
6975,20180825-062128_451_live,1,8,Its a joy to help.,,positive-reaction-to-donation,,,0,0.235,0.765
6976,20180825-062128_451_live,1,8,Thank you for donating your time to the cause.,,thank,,,0,0.762,0.238
6977,20180825-062128_451_live,0,9,Well I should be getting off here soon.,other,,,,0,0.741,0.259
6978,20180825-062128_451_live,0,9,The beautiful day outside is calling for me and the carnival starts soon.,other,,,,0,0.755,0.245
6979,20180825-062128_451_live,0,9,"Again, it was a pleasure meeting you and many many thanks for your kind generosity in the form of a donation.",closing,,,,0,0.53,0.47
6980,20180825-062128_451_live,0,9,I will tell everyone about you today!,other,,,,0,1,0
6981,20180825-062128_451_live,1,9,Pleasure meeting you too!,,closing,,,0,0.429,0.571
6982,20180825-062128_451_live,1,9,Hope you have lots of fun at the carnival!,,other,,,0,0.519,0.481
6983,20180825-062219_874_live,0,0,Hello,greeting,,,,0,1,0
6984,20180825-062219_874_live,1,0,hi,,greeting,,,0,1,0
6985,20180825-062219_874_live,0,1,how are you today?,greeting,,,,0,1,0
6986,20180825-062219_874_live,1,1,Doing Good.,,greeting,,,0,0.256,0.744
6987,20180825-062219_874_live,1,1,What about You ?,,greeting,,,0,1,0
6988,20180825-062219_874_live,0,2,Have you heard of the charity Save the Children,source-related-inquiry,,,,0,0.741,0.259
6989,20180825-062219_874_live,1,2,No.,,negative-to-inquiry,,,1,0,0
6990,20180825-062219_874_live,1,3,Can you help me with that.,,ask-org-info,,,0,0.649,0.351
6991,20180825-062219_874_live,0,3,"It is a charity that helps ensure children's basic rights to health, education, safety, etc",credibility-appeal,,,,0,0.481,0.519
6992,20180825-062219_874_live,1,3,Okay.,,acknowledgement,,,0,0,1
6993,20180825-062219_874_live,1,3,It's a very noble cause.,,positive-reaction-to-donation,,,0,0.477,0.523
6994,20180825-062219_874_live,0,4,Children in other countries don't have the advantages that we do such as access to the internet,emotion-appeal,,,,0.117,0.883,0
6995,20180825-062219_874_live,1,4,Yeah totally agreed.,,acknowledgement,,,0,0.179,0.821
6996,20180825-062219_874_live,1,4,Even they are not able to get good meal and got suffered from many malnutrition diseases.,,positive-reaction-to-donation,,,0.159,0.697,0.144
6997,20180825-062219_874_live,0,5,"Yes, it is a very noble cause",logical-appeal,,,,0,0.4,0.6
6998,20180825-062219_874_live,1,5,But we can't help them directly.,,negative-reaction-to-donation,,,0.366,0.634,0
6999,20180825-062219_874_live,1,5,Most of time we have to depend on someone to help them.,,negative-reaction-to-donation,,,0,0.803,0.197
7000,20180825-062219_874_live,0,6,I would like to ask if you would want to make  small donation to this cause,proposition-of-donation,,,,0,0.915,0.085
7001,20180825-062219_874_live,1,6,I already did for some websites.,,negative-reaction-to-donation,,,0,1,0
7002,20180825-062219_874_live,1,6,Not interested right now to do so.,,disagree-donation,,,0.273,0.727,0
7003,20180825-062219_874_live,1,6,Give me your details i will send you later on.,,other,,,0,1,0
7004,20180825-062219_874_live,0,7,It only needs to be a small donation and it will be deducted out of your task pay.,foot-in-the-door,,,,0.08,0.92,0
7005,20180825-062219_874_live,1,7,sorry but not now.,,disagree-donation,,,0.277,0.723,0
7006,20180825-062219_874_live,0,8,"ok, thankyou for your time.",thank,,,,0,0.645,0.355
7007,20180825-062219_874_live,1,8,Thanks.,,thank,,,0,0,1
7008,20180825-062219_874_live,1,8,Nice Talking you.,,closing,,,0,0.417,0.583
7009,20180825-062219_874_live,0,9,have a good day,closing,,,,0,0.408,0.592
7010,20180825-062219_874_live,1,9,you too.,,closing,,,0,1,0
7011,20180825-062219_874_live,1,9,Bye,,closing,,,0,1,0
7012,20180825-075451_984_live,0,0,Have you ever considered donating to Save the Children?,proposition-of-donation,,,,0,0.714,0.286
7013,20180825-075451_984_live,1,0,helping children without parents is the most altruistic thing we can do,,positive-reaction-to-donation,,,0,0.833,0.167
7014,20180825-075451_984_live,0,1,They can't do it without help.,credibility-appeal,,,,0.311,0.689,0
7015,20180825-075451_984_live,0,1,They promote children's rights and provide much needed relief.,credibility-appeal,,,,0,0.551,0.449
7016,20180825-075451_984_live,1,1,"in my church we help people no matter their age, but children are special for us",,positive-reaction-to-donation,,,0.08,0.599,0.322
7017,20180825-075451_984_live,0,2,The donation would be 100% tax deductible too,credibility-appeal,,,,0,1,0
7018,20180825-075451_984_live,1,2,"That's right, how do you help children?",,personal-related-inquiry,,,0,0.69,0.31
7019,20180825-075451_984_live,0,3,Nearly 5.6 million children die each year due to preventable causes.,emotion-appeal,,,,0.281,0.719,0
7020,20180825-075451_984_live,0,3,I help by giving money to them so that doesn't happen so often.,self-modeling,,,,0,0.662,0.338
7021,20180825-075451_984_live,1,3,"in one occasion trip to Latin America and there the situation is very sad, many children live in the street without anyone",,positive-reaction-to-donation,,,0.139,0.861,0
7022,20180825-075451_984_live,0,4,There are many different ways to help.,donation-information,,,,0,0.69,0.31
7023,20180825-075451_984_live,0,4,"You can make a one time donation, become a monthly donor, sponsor a child or even shop their catalog.",donation-information,,,,0,1,0
7024,20180825-075451_984_live,1,4,On what foundation can I sponsor?,,ask-org-info,,,0,1,0
7025,20180825-075451_984_live,0,5,The organization is called Save the Children.,credibility-appeal,,,,0,0.652,0.348
7026,20180825-075451_984_live,1,5,"This is,  URL  ??",,ask-org-info,,,0,1,0
7027,20180825-075451_984_live,0,6,"Yes, but you can make a donation here today.",donation-information,,,,0,0.791,0.209
7028,20180825-075451_984_live,1,6,"yes, I will do it",,agree-donation,,,0,0.526,0.474
7029,20180825-075451_984_live,0,7,You just have to let me know how much.,donation-information,,,,0,1,0
7030,20180825-075451_984_live,0,7,You can choose any amount from your payment.,donation-information,,,,0,1,0
7031,20180825-075451_984_live,0,7,"If you donate 50 cents, I will match that 50 cents as well.",self-modeling,,,,0,0.84,0.16
7032,20180825-075451_984_live,1,7,What is my payment?,,other,,,0,1,0
7033,20180825-075451_984_live,1,7,I want to donate everything,,agree-donation,,,0,0.698,0.302
7034,20180825-075451_984_live,0,8,I believe your bonus is $1.70,other,,,,0,0.533,0.467
7035,20180825-075451_984_live,1,8,"you make me feel sad :( it hurts me to see the picture of the children, I want to donate everything",,provide-donation-amount,,,0.345,0.606,0.049
7036,20180825-075451_984_live,0,9,"I know it is sad, but be happy there is such a great organization that is trying to help and that you are making a difference",praise-user,,,,0.058,0.538,0.404
7037,20180825-075451_984_live,1,9,"That's right, thanks for showing me the page, I will help many children, today I want to sponsor 3",,thank,,,0,0.653,0.347
7038,20180825-075451_984_live,0,10,How much do you want to donate on the chat today?,ask-donation-amount,,,,0,0.885,0.115
7039,20180825-075627_48_live,0,0,"Hello, hope your great today.",greeting,,,,0,0.3,0.7
7040,20180825-075627_48_live,0,0,Have you heard of save the children.,source-related-inquiry,,,,0,0.61,0.39
7041,20180825-075627_48_live,0,0,Hold ten?,other,,,,0,1,0
7042,20180825-075627_48_live,1,0,"I'm doing well, thanks!",,greeting,,,0,0.274,0.726
7043,20180825-075627_48_live,1,0,Likewise to you.,,other,,,0,1,0
7044,20180825-075627_48_live,1,0,I have not heard of that charity.,,negative-to-inquiry,,,0,0.641,0.359
7045,20180825-075627_48_live,0,1,Save the children do amazing work with kind kids,credibility-appeal,,,,0,0.366,0.634
7046,20180825-075627_48_live,1,1,How long has this charity been in existence?,,ask-org-info,,,0,0.683,0.317
7047,20180825-075627_48_live,0,2,They have been providing great services for kids for over 10 years,credibility-appeal,,,,0,0.728,0.272
7048,20180825-075627_48_live,1,2,How are they rated as a charity?,,ask-org-info,,,0,0.641,0.359
7049,20180825-075627_48_live,1,2,Do you have access to their overhead and admin costs breakdown vs. what they actually spend on programs?,,ask-org-info,,,0,1,0
7050,20180825-075627_48_live,0,3,if you go to save the children.com you can find all of that information,credibility-appeal,,,,0,0.802,0.198
7051,20180825-075627_48_live,1,3,Ah..,,other,,,0,1,0
7052,20180825-075627_48_live,1,3,"I see, you misspelled the charity at the beginning.",,other,,,0,0.714,0.286
7053,20180825-075627_48_live,1,3,"I was wondering why you were talking about ""save the hold ten"" vs. ""save the children.""",,other,,,0,0.67,0.33
7054,20180825-075627_48_live,0,4,"Sorry, typo!!",other,,,,0.653,0.347,0
7055,20180825-075627_48_live,0,4,"If you would like to donate, it can come right out if your task money today",donation-information,,,,0,0.857,0.143
7056,20180825-075627_48_live,1,4,"As I recall, for save the children, they were given a bad reputation back in the '90s due to their excessive spending on administration costs vs. program expenditures.",,negative-reaction-to-donation,,,0.114,0.782,0.104
7057,20180825-075627_48_live,1,4,It was quite the scandal and they became a watchword for bad charities.,,negative-reaction-to-donation,,,0.354,0.477,0.17
7058,20180825-075627_48_live,0,5,I believe they have gotten better the last few years!,credibility-appeal,,,,0,0.715,0.285
7059,20180825-075627_48_live,0,5,Would you like to donate,proposition-of-donation,,,,0,0.615,0.385
7060,20180825-075627_48_live,1,5,"No, there are other charities that do a much better job in my opinion that I already donate to, such as Compassion International and World Vision for international children's relief, and my local food shelter.",,disagree-donation,,,0.051,0.622,0.327
7061,20180825-075627_48_live,1,5,I can participate directly through volunteer hours and I can also actually visit the children that I help through my family's donations.,,negative-reaction-to-donation,,,0,0.87,0.13
7062,20180825-075627_48_live,1,5,That's a big plus for me.,,negative-reaction-to-donation,,,0,1,0
7063,20180825-075627_48_live,0,6,"Are you sure, you can do as little as 5 cents???",foot-in-the-door,,,,0,0.76,0.24
7064,20180825-075627_48_live,1,6,Amounts don't matter to me.,,negative-reaction-to-donation,,,0.212,0.788,0
7065,20180825-075627_48_live,1,6,Ethical charities do.,,negative-reaction-to-donation,,,0,0.133,0.867
7066,20180825-075627_48_live,1,6,"I'm sorry, but I contributed to save the children back in the day before the scandal broke.",,negative-reaction-to-donation,,,0.348,0.48,0.172
7067,20180825-075627_48_live,1,6,"I'm afraid for me, their reputation is still bad.",,negative-reaction-to-donation,,,0.304,0.696,0
7068,20180825-075627_48_live,1,6,"Sorry, no.",,disagree-donation,,,1,0,0
7069,20180825-075627_48_live,0,7,URL Is there website!,credibility-appeal,,,,0,1,0
7070,20180825-075627_48_live,0,7,You can check them out,credibility-appeal,,,,0,1,0
7071,20180825-075627_48_live,1,7,"Actually, their own website may be a biased barometer of their giving.",,negative-reaction-to-donation,,,0.156,0.667,0.178
7072,20180825-075627_48_live,1,7,Perhaps a link to an organization or other agency that rates major charities would be more helpful.,,ask-org-info,,,0,0.69,0.31
7073,20180825-075627_48_live,0,8,"Ok, I disagree with you but see your point",comment-partner,,,,0.191,0.638,0.17
7074,20180825-075627_48_live,1,8,"Believe me, if it were any charity besides ""save the children,"" you could have me donate my entire compensation, which isn\'t really all that much.",,negative-reaction-to-donation,,,0,0.793,0.207
7075,20180825-075627_48_live,0,9,"Ok, thank you for your time!!!",thank,,,,0,0.418,0.582
7076,20180825-075627_48_live,1,9,"Thank you ""PERSON_1""",,thank,,,0,0.444,0.556
7077,20180825-075658_709_live,0,0,Hi!,greeting,,,,0,1,0
7078,20180825-075658_709_live,0,0,How are you doing today?,greeting,,,,0,1,0
7079,20180825-075658_709_live,0,0,Would you be interested today in making a donation to a charity?,proposition-of-donation,,,,0,0.593,0.407
7080,20180825-075658_709_live,1,0,Which charity would that be?,,ask-org-info,,,0,0.588,0.412
7081,20180825-075658_709_live,0,1,The charity we're taking donations for is save the children!,credibility-appeal,,,,0,0.56,0.44
7082,20180825-075658_709_live,1,1,"I've seen a lot of commercials about them, but never did a lot of research about them.",,negative-to-inquiry,,,0,1,0
7083,20180825-075658_709_live,0,2,They are actually really great.,credibility-appeal,,,,0,0.477,0.523
7084,20180825-075658_709_live,0,2,They provide help to children all across the globe and stand up for children's rights.,credibility-appeal,,,,0,0.838,0.162
7085,20180825-075658_709_live,1,2,I know some charities only give a small percentage of donations to children and the rest go to their employees wages.,,ask-org-info,,,0,0.849,0.151
7086,20180825-075658_709_live,1,2,Do they?,,ask-org-info,,,0,1,0
7087,20180825-075658_709_live,0,3,"I thought that too at first, but luckily save the children is a non-governmental charity, so no one is sticking their hands into the pot.",credibility-appeal,,,,0.108,0.539,0.353
7088,20180825-075658_709_live,1,3,"Thats good, I see they are ready to help out with the hurricane in Hawaii for the kids.",,positive-reaction-to-donation,,,0,0.633,0.367
7089,20180825-075658_709_live,0,4,Yes!,acknowledgement,,,,0,0,1
7090,20180825-075658_709_live,0,4,You have to think about how helpless children can be.,emotion-appeal,,,,0.25,0.75,0
7091,20180825-075658_709_live,0,4,Every penny can make a huge difference even if it doesn't feel like it.,foot-in-the-door,,,,0.137,0.714,0.149
7092,20180825-075658_709_live,1,4,Do you regularly try to help the organization yourself?,,personal-related-inquiry,,,0,0.748,0.252
7093,20180825-075658_709_live,0,5,"I don't personally work for save the children, but I myself have donated several times to the charity.",self-modeling,,,,0,0.707,0.293
7094,20180825-075658_709_live,0,5,I feel confident that my money goes to the right places.,self-modeling,,,,0,0.738,0.262
7095,20180825-075658_709_live,1,5,"Yes, I like to help whenever I can when it comes to children.",,positive-reaction-to-donation,,,0,0.503,0.497
7096,20180825-075658_709_live,1,5,They are helpless.,,positive-reaction-to-donation,,,0.6,0.4,0
7097,20180825-075658_709_live,0,6,That's great!,praise-user,,,,0,0.185,0.815
7098,20180825-075658_709_live,0,6,So do you think you'd be willing to make a donation?,proposition-of-donation,,,,0,1,0
7099,20180825-075658_709_live,1,6,Do you make donations on line or mail it in?,,ask-donation-procedure,,,0,1,0
7100,20180825-075658_709_live,0,7,You can actually donate directly,donation-information,,,,0,1,0
7101,20180825-075658_709_live,1,7,"Where, on their website?",,ask-donation-procedure,,,0,1,0
7102,20180825-075658_709_live,0,8,I'm sorry my last message was cut off.,other,,,,0.362,0.638,0
7103,20180825-075658_709_live,0,8,You can actually make a donation directly from this task!,donation-information,,,,0,1,0
7104,20180825-075658_709_live,1,8,"Ok, I would like to.",,agree-donation,,,0,0.299,0.701
7105,20180825-075658_709_live,1,8,Maybe ten dollars I can do.,,provide-donation-amount,,,0,1,0
